2025-06-03 14:11:15 utils.py:l226 INFO	Command: /home/haali/miniconda3/envs/test/bin/ppanggolin all --fasta testingDataset/genomes.fasta.list -c8
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0218 | GCF_000210495.1_ASM21049v1_genomic_CDS_0219 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0235 | GCF_000210495.1_ASM21049v1_genomic_CDS_0236 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0241 | GCF_000210495.1_ASM21049v1_genomic_CDS_0242 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0243 | GCF_000210495.1_ASM21049v1_genomic_CDS_0244 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0254 | GCF_000210495.1_ASM21049v1_genomic_CDS_0255 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0259 | GCF_000210495.1_ASM21049v1_genomic_CDS_0260 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0260 | GCF_000210495.1_ASM21049v1_genomic_CDS_0261 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0262 | GCF_000210495.1_ASM21049v1_genomic_CDS_0263 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0266 | GCF_000210495.1_ASM21049v1_genomic_CDS_0267 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0268 | GCF_000210495.1_ASM21049v1_genomic_CDS_0269 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0269 | GCF_000210495.1_ASM21049v1_genomic_CDS_0270 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0274 | GCF_000210495.1_ASM21049v1_genomic_CDS_0275 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0277 | GCF_000210495.1_ASM21049v1_genomic_CDS_0278 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0284 | GCF_000210495.1_ASM21049v1_genomic_CDS_0285 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0295 | GCF_000210495.1_ASM21049v1_genomic_CDS_0296 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0296 | GCF_000210495.1_ASM21049v1_genomic_CDS_0297 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0301 | GCF_000210495.1_ASM21049v1_genomic_CDS_0302 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0304 | GCF_000210495.1_ASM21049v1_genomic_CDS_0305 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0306 | GCF_000210495.1_ASM21049v1_genomic_CDS_0307 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0322 | GCF_000210495.1_ASM21049v1_genomic_CDS_0323 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0330 | GCF_000210495.1_ASM21049v1_genomic_CDS_0331 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0332 | GCF_000210495.1_ASM21049v1_genomic_CDS_0333 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0336 | GCF_000210495.1_ASM21049v1_genomic_CDS_0337 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0338 | GCF_000210495.1_ASM21049v1_genomic_CDS_0339 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0340 | GCF_000210495.1_ASM21049v1_genomic_CDS_0341 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0353 | GCF_000210495.1_ASM21049v1_genomic_CDS_0354 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0364 | GCF_000210495.1_ASM21049v1_genomic_CDS_0365 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0367 | GCF_000210495.1_ASM21049v1_genomic_CDS_0368 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0371 | GCF_000210495.1_ASM21049v1_genomic_CDS_0372 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0372 | GCF_000210495.1_ASM21049v1_genomic_CDS_0373 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0373 | GCF_000210495.1_ASM21049v1_genomic_CDS_0374 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0374 | GCF_000210495.1_ASM21049v1_genomic_CDS_0375 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0384 | GCF_000210495.1_ASM21049v1_genomic_CDS_0385 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0391 | GCF_000210495.1_ASM21049v1_genomic_CDS_0392 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0400 | GCF_000210495.1_ASM21049v1_genomic_CDS_0401 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0407 | GCF_000210495.1_ASM21049v1_genomic_CDS_0408 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0409 | GCF_000210495.1_ASM21049v1_genomic_CDS_0410 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0410 | GCF_000210495.1_ASM21049v1_genomic_CDS_0411 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0421 | GCF_000210495.1_ASM21049v1_genomic_CDS_0422 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0422 | GCF_000210495.1_ASM21049v1_genomic_CDS_0423 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0423 | GCF_000210495.1_ASM21049v1_genomic_CDS_0424 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0434 | GCF_000210495.1_ASM21049v1_genomic_CDS_0435 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0435 | GCF_000210495.1_ASM21049v1_genomic_CDS_0436 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0438 | GCF_000210495.1_ASM21049v1_genomic_CDS_0439 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0442 | GCF_000210495.1_ASM21049v1_genomic_CDS_0443 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0453 | GCF_000210495.1_ASM21049v1_genomic_CDS_0454 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0460 | GCF_000210495.1_ASM21049v1_genomic_CDS_0461 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0461 | GCF_000210495.1_ASM21049v1_genomic_CDS_0462 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0467 | GCF_000210495.1_ASM21049v1_genomic_CDS_0468 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0470 | GCF_000210495.1_ASM21049v1_genomic_CDS_0471 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0472 | GCF_000210495.1_ASM21049v1_genomic_CDS_0473 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0475 | GCF_000210495.1_ASM21049v1_genomic_CDS_0476 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0478 | GCF_000210495.1_ASM21049v1_genomic_CDS_0479 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0479 | GCF_000210495.1_ASM21049v1_genomic_CDS_0480 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0483 | GCF_000210495.1_ASM21049v1_genomic_CDS_0484 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0485 | GCF_000210495.1_ASM21049v1_genomic_CDS_0486 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0487 | GCF_000210495.1_ASM21049v1_genomic_CDS_0488 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0490 | GCF_000210495.1_ASM21049v1_genomic_CDS_0491 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0493 | GCF_000210495.1_ASM21049v1_genomic_CDS_0494 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0497 | GCF_000210495.1_ASM21049v1_genomic_CDS_0498 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0501 | GCF_000210495.1_ASM21049v1_genomic_CDS_0502 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0502 | GCF_000210495.1_ASM21049v1_genomic_CDS_0503 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0508 | GCF_000210495.1_ASM21049v1_genomic_CDS_0509 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0521 | GCF_000210495.1_ASM21049v1_genomic_CDS_0522 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0529 | GCF_000210495.1_ASM21049v1_genomic_CDS_0530 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0540 | GCF_000210495.1_ASM21049v1_genomic_CDS_0541 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0542 | GCF_000210495.1_ASM21049v1_genomic_CDS_0543 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0547 | GCF_000210495.1_ASM21049v1_genomic_CDS_0548 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0552 | GCF_000210495.1_ASM21049v1_genomic_CDS_0553 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0558 | GCF_000210495.1_ASM21049v1_genomic_CDS_0559 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0562 | GCF_000210495.1_ASM21049v1_genomic_CDS_0563 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0567 | GCF_000210495.1_ASM21049v1_genomic_CDS_0568 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0569 | GCF_000210495.1_ASM21049v1_genomic_CDS_0570 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0577 | GCF_000210495.1_ASM21049v1_genomic_CDS_0578 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0581 | GCF_000210495.1_ASM21049v1_genomic_CDS_0582 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0582 | GCF_000210495.1_ASM21049v1_genomic_CDS_0583 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0593 | GCF_000210495.1_ASM21049v1_genomic_CDS_0594 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0603 | GCF_000210495.1_ASM21049v1_genomic_CDS_0604 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0607 | GCF_000210495.1_ASM21049v1_genomic_CDS_0608 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0609 | GCF_000210495.1_ASM21049v1_genomic_CDS_0610 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0610 | GCF_000210495.1_ASM21049v1_genomic_CDS_0611 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0611 | GCF_000210495.1_ASM21049v1_genomic_CDS_0612 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0613 | GCF_000210495.1_ASM21049v1_genomic_CDS_0614 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0617 | GCF_000210495.1_ASM21049v1_genomic_CDS_0618 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0618 | GCF_000210495.1_ASM21049v1_genomic_CDS_0619 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0623 | GCF_000210495.1_ASM21049v1_genomic_CDS_0624 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0624 | GCF_000210495.1_ASM21049v1_genomic_CDS_0625 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0625 | GCF_000210495.1_ASM21049v1_genomic_CDS_0626 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0649 | GCF_000210495.1_ASM21049v1_genomic_CDS_0650 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0656 | GCF_000210495.1_ASM21049v1_genomic_CDS_0657 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0658 | GCF_000210495.1_ASM21049v1_genomic_CDS_0659 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0659 | GCF_000210495.1_ASM21049v1_genomic_CDS_0660 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0663 | GCF_000210495.1_ASM21049v1_genomic_CDS_0664 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0667 | GCF_000210495.1_ASM21049v1_genomic_CDS_0668 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0686 | GCF_000210495.1_ASM21049v1_genomic_CDS_0687 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0688 | GCF_000210495.1_ASM21049v1_genomic_CDS_0689 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0690 | GCF_000210495.1_ASM21049v1_genomic_CDS_0691 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0699 | GCF_000210495.1_ASM21049v1_genomic_CDS_0700 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0701 | GCF_000210495.1_ASM21049v1_genomic_CDS_0702 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0702 | GCF_000210495.1_ASM21049v1_genomic_CDS_0703 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0709 | GCF_000210495.1_ASM21049v1_genomic_CDS_0710 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0722 | GCF_000210495.1_ASM21049v1_genomic_CDS_0723 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0727 | GCF_000210495.1_ASM21049v1_genomic_CDS_0728 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0729 | GCF_000210495.1_ASM21049v1_genomic_CDS_0730 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0733 | GCF_000210495.1_ASM21049v1_genomic_CDS_0734 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0734 | GCF_000210495.1_ASM21049v1_genomic_CDS_0735 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0744 | GCF_000210495.1_ASM21049v1_genomic_CDS_0745 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0750 | GCF_000210495.1_ASM21049v1_genomic_CDS_0751 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0759 | GCF_000210495.1_ASM21049v1_genomic_CDS_0760 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0760 | GCF_000210495.1_ASM21049v1_genomic_CDS_0761 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0761 | GCF_000210495.1_ASM21049v1_genomic_CDS_0762 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0763 | GCF_000210495.1_ASM21049v1_genomic_CDS_0764 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0766 | GCF_000210495.1_ASM21049v1_genomic_CDS_0767 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0774 | GCF_000210495.1_ASM21049v1_genomic_CDS_0775 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0776 | GCF_000210495.1_ASM21049v1_genomic_CDS_0777 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0786 | GCF_000210495.1_ASM21049v1_genomic_CDS_0787 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0789 | GCF_000210495.1_ASM21049v1_genomic_CDS_0790 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0793 | GCF_000210495.1_ASM21049v1_genomic_CDS_0794 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0794 | GCF_000210495.1_ASM21049v1_genomic_CDS_0795 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0797 | GCF_000210495.1_ASM21049v1_genomic_CDS_0798 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0819 | GCF_000210495.1_ASM21049v1_genomic_CDS_0820 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0825 | GCF_000210495.1_ASM21049v1_genomic_CDS_0826 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0836 | GCF_000210495.1_ASM21049v1_genomic_CDS_0837 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0849 | GCF_000210495.1_ASM21049v1_genomic_CDS_0850 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0855 | GCF_000210495.1_ASM21049v1_genomic_tRNA_0037 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0856 | GCF_000210495.1_ASM21049v1_genomic_CDS_0857 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0863 | GCF_000210495.1_ASM21049v1_genomic_CDS_0864 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0864 | GCF_000210495.1_ASM21049v1_genomic_CDS_0865 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0870 | GCF_000210495.1_ASM21049v1_genomic_CDS_0871 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0882 | GCF_000210495.1_ASM21049v1_genomic_CDS_0883 has no DNA sequence.
2025-06-03 14:11:32 writeAnnotations.py:l1007 WARNING	Intergenic GCF_000210495.1_ASM21049v1_genomic_CDS_0884 | GCF_000210495.1_ASM21049v1_genomic_CDS_0885 has no DNA sequence.
